tmdb_id,title,release_date,budget,runtime,genres,popularity,vote_average,vote_count,production_companies,directors,cast,imdb_id,mpaa_rating,collection_id,lead_actor_1_name,lead_actor_1_id,lead_actor_1_character,lead_actor_2_name,lead_actor_2_id,lead_actor_2_character,opening_weekend_domestic
58699,Bellflower,16/4/11,17000,106,"['Action', 'Drama', 'Romance']",0.9256,5.853,160,"['Coatwolf Productions', 'Oscilloscope', 'MooseBoy']",['Evan Glodell'],"['Evan Glodell', 'Jessie Wiseman', 'Tyler Dawson', 'Rebekah Brandes', 'Vincent Grashaw']",tt1242599,R,,Evan Glodell,228274,Woodrow,Jessie Wiseman,228276,Milly,22279
84355,Your Sister's Sister,11/9/11,125000,90,['Comedy'],0.7098,6.452,355,['Ada Films'],['Lynn Shelton'],"['Emily Blunt', 'Rosemarie DeWitt', 'Mark Duplass', 'Michael Harring', 'Mike Birbiglia']",tt1742336,R,,Emily Blunt,5081,Iris,Rosemarie DeWitt,14892,Hannah,109221
74505,Lovely Molly,14/9/11,1000000,100,"['Horror', 'Thriller']",0.6432,5.1,244,"['Haxan Films', 'Amber Entertainment']",['Eduardo Sánchez'],"['Gretchen Lodge', 'Johnny Lewis', 'Alexandra Holden', 'Ken Arnold', 'Brenna McDonough']",tt1707392,R,,Gretchen Lodge,572037,Molly,Johnny Lewis,51455,Tim,12555
28925,Zone of the Dead,20/1/11,1000000,101,"['Horror', 'Action']",0.8436,4.22,59,"['PFI Studios', 'Trees Pictures', 'Passworld', 'Viktorija Film', 'Talking Wolf Productions', 'Sole Goldstern Media', 'Produzione Straordinaria', 'Global Media']","['Milan Todorović', 'Milan Konjević']","['Ken Foree', 'Kristina Klebe', 'Emilio Roso', ""Miodrag 'Miki' Krstović"", 'Vukota Brajović']",tt1191971,R,,Ken Foree,15070,Agent Mortimer Rejes / Agent Mortimer Reyes,Kristina Klebe,21321,Agent Mina Milius,7194
68419,Anuvahood,18/3/11,1000000,88,['Comedy'],0.9339,6.4,52,"['Gunslinger', 'Gateway Films', 'Cabin Fever Films', 'Creativity Media']","['Adam Deacon', 'Daniel Toland']","['Adam Deacon', 'Ollie Barbieri ', 'Jazzie Zonzolo', 'Michael Vu', 'Richie Campbell']",tt1658797,,,Adam Deacon,78064,Kenneth,Ollie Barbieri ,551734,Enrique,871854
82914,Fastest,20/9/11,1000000,110,['Documentary'],0.5971,6.9,61,['Media X International'],['Mark Neale'],"['Ewan McGregor', 'Valentino Rossi', 'Ben Spies', 'Jorge Lorenzo', 'Casey Stoner']",tt1721677,,1077609,Ewan McGregor,3061,Narrator (voice),Valentino Rossi,928879,Himself,35963
82932,I Am,11/2/11,0,76,['Documentary'],0.6153,7.2,54,['Flying Eye Productions'],['Tom Shadyac'],"['Marc Ian Barasch', 'Coleman Barks', 'Noam Chomsky', 'John Francis', 'Lynne McTaggart']",tt1741225,,,Marc Ian Barasch,928943,Self,Coleman Barks,928944,Self,10092
75595,Little Birds,23/1/11,0,94,['Drama'],0.5978,5.68,89,"['Polsky Films', 'Hunting Lane Films', 'Sundial Pictures', 'Millennium Entertainment']",['Elgin James'],"['Juno Temple', 'Kay Panabaker', 'Kyle Gallner', 'Neal McDonough', 'Leslie Mann']",tt1623745,R,,Juno Temple,36594,Lily Hobart,Kay Panabaker,38703,Alison Hoffman,4574
74779,Robotropolis,2/9/11,0,90,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",0.5192,3.1,52,"['Boku Films', 'Compound B']",['Christopher Hatton'],"['Zoe Naylor', 'Edward Foy', 'Graham Sibley', 'Tonya Cornelisse', 'Karina Summers']",tt1754438,,,Zoe Naylor,142798,Christiane Nouveau,Edward Foy,1001979,Jason Brooks,118
75345,I Melt with You,9/12/11,0,129,"['Drama', 'Thriller']",0.5702,5.283,83,[],['Mark Pellington'],"['Thomas Jane', 'Jeremy Piven', 'Rob Lowe', 'Christian McKay', 'Carla Gugino']",tt1691920,R,,Thomas Jane,11155,Richard,Jeremy Piven,12799,Ron,2729
73290,Urban Explorer,8/9/11,3000000,94,"['Horror', 'Thriller']",0.5842,5.1,101,"['Papermoon Films', 'Rialto Films']",['Andy Fetscher'],"['Nathalie Kelley', 'Klaus Stiglmeier', 'Nick Eversman', 'Catherine de Léan', 'Max Riemelt']",tt1642665,,,Nathalie Kelley,116277,Mallory / Lucia,Klaus Stiglmeier,568713,Armin,21814
85743,Play,11/11/11,0,118,"['Drama', 'Crime']",0.6295,6.782,132,"['Coproduction Office', 'Plattform Produktion', 'Film i Väst', 'SVT', 'Sonet Film', 'Société Parisienne de Production', 'ZDF']",['Ruben Östlund'],"['Anas Abdirahman', 'Sebastian Blyckert', 'Yannick Diakité', 'Kevin Vaz', 'John Ortiz']",tt1376717,,,Anas Abdirahman,1273013,Anas,Sebastian Blyckert,1273009,Sebastian,12542
67675,Glee: The Concert Movie,11/8/11,9000000,84,"['Music', 'Documentary', 'Family']",0.5048,7.3,273,"['Ryan Murphy Television', '20th Century Fox', '20th Century Fox Television']",['Kevin Tancharoen'],"['Lea Michele', 'Cory Monteith', 'Dianna Agron', 'Chris Colfer', 'Darren Criss']",tt1922612,,,Lea Michele,128206,Rachel Berry,Cory Monteith,33352,Finn Hudson,5961231
51993,Terri,1/7/11,0,105,"['Comedy', 'Drama']",0.6287,6.325,151,"['Verisimilitude', 'Silverwood Films', 'Periscope Entertainment', 'KnowMore Productions', 'Venture Forth']",['Azazel Jacobs'],"['Jacob Wysocki', 'John C. Reilly', 'Creed Bratton', 'Olivia Crocicchia', 'Bridger Zadina']",tt1687281,,,Jacob Wysocki,145131,Terri,John C. Reilly,4764,Mr. Fitzgerald,65103
63578,The Trip,24/4/11,0,107,"['Comedy', 'Drama']",0.5466,6.6,306,"['Revolution Films', 'BBC', 'Baby Cow Productions']",['Michael Winterbottom'],"['Steve Coogan', 'Rob Brydon', 'Claire Keelan', 'Margo Stilley', 'Paul Popplewell']",tt1740047,NR,309300,Steve Coogan,4581,Steve Coogan,Rob Brydon,47632,Rob Brydon,77904
64320,Good Neighbours,3/6/11,0,99,"['Thriller', 'Drama']",0.6524,5.7,112,['Park Ex Pictures'],['Jacob Tierney'],"['Jay Baruchel', 'Scott Speedman', 'Emily Hampshire', 'Gary Farmer', 'Xavier Dolan']",tt1576440,R,,Jay Baruchel,449,Victor Spiegelman,Scott Speedman,100,Spencer,2953
92493,Edwin Boyd: Citizen Gangster,10/9/11,5000000,105,"['Crime', 'Drama', 'History']",0.5713,5.6,60,"['IFC FIlms', 'Myriad Pictures']",['Nathan Morlando'],"['Scott Speedman', 'Kelly Reilly', 'Kevin Durand', 'Joseph Cross', 'Brendan Fletcher']",tt1709654,NR,,Scott Speedman,100,Eddie Boyd,Kelly Reilly,17521,Doreen Boyd,625
165477,Whole Lotta Sole,21/4/11,0,94,"['Comedy', 'Drama']",0.5842,5.4,67,['Generator Entertainment'],['Terry George'],"['Colm Meaney', 'Brendan Fraser', 'Martin McCann', 'Yaya DaCosta', ""David O'Hara""]",tt1545328,R,,Colm Meaney,17782,Detective Weller,Brendan Fraser,18269,Maguire,4862
64288,Forks Over Knives,6/5/11,0,90,['Documentary'],0.6019,7.127,158,['Monica Beach Media'],['Lee Fulkerson'],"['Lee Fulkerson', 'Matthew Lederman', 'Alona Pulde', 'T. Colin Campbell', 'Caldwell Esselstyn Jr.']",tt1567233,PG,,Lee Fulkerson,214413,Self,Matthew Lederman,1262638,Self,17645
85993,Baciato dalla fortuna,30/9/11,0,100,['Comedy'],0.4611,4.93,165,['Medusa Film'],['Paolo Costella'],"['Vincenzo Salemme', 'Asia Argento', 'Nicole Grimaudo', 'Dario Bandiera', 'Alessandro Gassmann']",tt1680105,,,Vincenzo Salemme,129059,Gaetano,Asia Argento,18514,Betty,1146502
49538,X-Men: First Class,1/6/11,160000000,132,"['Action', 'Science Fiction', 'Adventure']",0.5117,7.298,13247,"[""The Donners' Company"", 'Bad Hat Harry Productions', '20th Century Fox', 'Marvel Entertainment']",['Matthew Vaughn'],"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Rose Byrne', 'Kevin Bacon']",tt1270798,PG-13,748,James McAvoy,5530,Charles Xavier,Michael Fassbender,17288,Erik Lehnsherr,55101604
56401,The Music Never Stopped,18/3/11,4000000,105,['Drama'],0.4454,7.1,171,"['Mr. Tamborine Man', 'Essential Pictures']",['Jim Kohlberg'],"['J.K. Simmons', 'Lou Taylor Pucci', 'Julia Ormond', 'Cara Seymour', 'Mía Maestro']",tt1613062,PG,,J.K. Simmons,18999,Henry Sawyer,Lou Taylor Pucci,17441,Gabriel Sawyer,76543
77269,Urbanized,9/9/11,0,85,['Documentary'],0.3409,7.4,80,['Swiss Dots'],['Gary Hustwit'],"['Norman Foster', 'Jan Gehl', 'Ellen Dunham-Jones', 'Amanda M. Burden', 'Joshua David']",tt1701976,NR,1281491,Norman Foster,574111,Self,Jan Gehl,2280721,Self,2011
67273,Buck,17/6/11,0,89,['Documentary'],0.3369,7.3,54,"['Back Allie Entertainment', 'Cedar Creek Productions']",['Cindy Meehl'],"['Buck Brannaman', 'Robert Redford']",tt1753549,PG,,Buck Brannaman,550680,Self,Robert Redford,4135,Self,67548
75785,The Other F Word,2/11/11,0,98,"['Music', 'Documentary', 'Drama', 'Comedy']",0.3647,6.4,51,"['Rare Bird Films', 'Oscilloscope', 'Elephant Eye Films', 'Mongrel Media']",['Andrea Nevins'],"['Jim Lindberg', 'Tony Adolescent', 'Art Alexakis', 'Rob Chaos', 'Chris De Wolfe']",tt1790867,,,Jim Lindberg,1310585,Self,Tony Adolescent,576244,Self,15792
80321,Madagascar 3: Europe's Most Wanted,6/6/12,145000000,93,"['Animation', 'Family', 'Comedy', 'Adventure']",19.0859,6.62,6391,"['DreamWorks Animation', 'Pacific Data Images']","['Eric Darnell', 'Tom McGrath', 'Conrad Vernon']","['Ben Stiller', 'Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith', 'Frances McDormand']",tt1277953,PG,14740,Ben Stiller,7399,Alex (voice),Chris Rock,2632,Marty (voice),60316738
49040,The Bourne Legacy,8/8/12,130000000,135,"['Action', 'Thriller']",15.661,6.239,5941,"['Universal Pictures', 'Relativity Media', 'Captivate Entertainment', 'dentsu', 'The Kennedy/Marshall Company']",['Tony Gilroy'],"['Jeremy Renner', 'Rachel Weisz', 'Edward Norton', 'Stacy Keach', 'Dennis Boutsikaris']",tt1194173,PG-13,31562,Jeremy Renner,17604,Aaron Cross,Rachel Weisz,3293,Dr. Marta Shearing,38142825
24428,The Avengers,25/4/12,220000000,143,"['Science Fiction', 'Action', 'Adventure']",44.6415,7.875,34438,['Marvel Studios'],['Joss Whedon'],"['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo', 'Chris Hemsworth', 'Scarlett Johansson']",tt0848228,PG-13,86311,Robert Downey Jr.,3223,Tony Stark / Iron Man,Chris Evans,16828,Steve Rogers / Captain America,207438708
49026,The Dark Knight Rises,17/7/12,250000000,165,"['Action', 'Crime', 'Drama', 'Thriller']",24.1885,7.789,23769,"['Syncopy', 'Legendary Pictures', 'DC Entertainment', 'Warner Bros. Pictures']",['Christopher Nolan'],"['Christian Bale', 'Gary Oldman', 'Tom Hardy', 'Joseph Gordon-Levitt', 'Anne Hathaway']",tt1345836,PG-13,263,Christian Bale,3894,Bruce Wayne,Gary Oldman,64,Commissioner Gordon,160887295
49051,The Hobbit: An Unexpected Journey,12/12/12,250000000,169,"['Adventure', 'Fantasy', 'Action']",17.4475,7.364,19146,"['New Line Cinema', 'Metro-Goldwyn-Mayer', 'WingNut Films']",['Peter Jackson'],"['Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'James Nesbitt', 'Ken Stott']",tt0903624,PG-13,121938,Martin Freeman,7060,Bilbo Baggins,Ian McKellen,1327,Gandalf the Grey,84617303
113947,The Sessions,2/5/12,1000000,95,"['Drama', 'Romance', 'Comedy']",18.384,6.879,585,"['Such Much Films', 'Rhino Films']",['Ben Lewin'],"['John Hawkes', 'Helen Hunt', 'William H. Macy', 'Moon Bloodgood', 'Annika Marks']",tt1866249,R,,John Hawkes,16861,Mark,Helen Hunt,9994,Cheryl,113467
81188,Rise of the Guardians,21/11/12,145000000,97,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']",13.95,7.37,6979,['DreamWorks Animation'],['Peter Ramsey'],"['Chris Pine', 'Alec Baldwin', 'Jude Law', 'Isla Fisher', 'Hugh Jackman']",tt1446192,PG,,Chris Pine,62064,Jack Frost (voice),Alec Baldwin,7447,North (voice),23773465
1930,The Amazing Spider-Man,23/6/12,215000000,136,"['Action', 'Adventure', 'Science Fiction']",13.4588,6.723,18090,"['Marvel Entertainment', 'Laura Ziskin Productions', 'Columbia Pictures', 'Matt Tolmach Productions', 'Arad Productions']",['Marc Webb'],"['Andrew Garfield', 'Emma Stone', 'Rhys Ifans', 'Denis Leary', 'Martin Sheen']",tt0948470,PG-13,125574,Andrew Garfield,37625,Spider-Man / Peter Parker,Emma Stone,54693,Gwen Stacy,62004688
73723,The Lorax,1/3/12,70000000,86,"['Animation', 'Family']",13.5976,6.518,3766,"['Illumination', 'dentsu']",['Chris Renaud'],"['Danny DeVito', 'Ed Helms', 'Zac Efron', 'Rob Riggle', 'Taylor Swift']",tt1482459,PG,,Danny DeVito,518,The Lorax (voice),Ed Helms,27105,Once-ler (voice),70217070
50620,The Twilight Saga: Breaking Dawn - Part 2,13/11/12,120000000,115,"['Adventure', 'Fantasy', 'Drama', 'Romance']",11.1715,6.461,9208,"['Summit Entertainment', 'Temple Hill Entertainment', 'Sunswept Entertainment']",['Bill Condon'],"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Peter Facinelli', 'Elizabeth Reaser']",tt1673434,PG-13,33514,Kristen Stewart,37917,Bella Swan,Robert Pattinson,11288,Edward Cullen,141067634
68718,Django Unchained,25/12/12,100000000,165,"['Drama', 'Western']",21.569,8.185,27325,"['The Weinstein Company', 'Columbia Pictures']",['Quentin Tarantino'],"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington', 'Samuel L. Jackson']",tt1853728,R,,Jamie Foxx,134,Django Freeman,Christoph Waltz,27319,Dr. King Schultz,30122888
41154,Men in Black 3,23/5/12,225000000,106,"['Action', 'Comedy', 'Science Fiction']",10.8107,6.538,10718,"['Columbia Pictures', 'Hemisphere Media Capital', 'Amblin Entertainment', 'Parkes+MacDonald Image Nation', 'Image Nation Abu Dhabi']",['Barry Sonnenfeld'],"['Will Smith', 'Tommy Lee Jones', 'Josh Brolin', 'Jemaine Clement', 'Emma Thompson']",tt1409024,PG-13,86055,Will Smith,2888,Agent J,Tommy Lee Jones,2176,Agent K,54592779
76163,The Expendables 2,8/8/12,100000000,103,"['Action', 'Adventure', 'Thriller']",11.2497,6.349,6985,"['Millennium Media', 'Lionsgate', 'Nu Boyana Film Studios', 'Nu Image Entertainment']",['Simon West'],"['Sylvester Stallone', 'Jason Statham', 'Jet Li', 'Dolph Lundgren', 'Chuck Norris']",tt1764651,R,126125,Sylvester Stallone,16483,Barney Ross,Jason Statham,976,Lee Christmas,28591370
62177,Brave,21/6/12,185000000,93,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']",10.1833,7.02,13861,['Pixar'],"['Mark Andrews', 'Brenda Chapman']","['Kelly Macdonald', 'Emma Thompson', 'Billy Connolly', 'Julie Walters', 'Robbie Coltrane']",tt1217209,PG,,Kelly Macdonald,9015,Merida (voice),Emma Thompson,7056,Elinor (voice),66323594
72545,Journey 2: The Mysterious Island,19/1/12,79000000,94,"['Adventure', 'Action', 'Science Fiction']",9.2718,6.147,4415,"['Walden Media', 'New Line Cinema', 'Contrafilm']",['Brad Peyton'],"['Dwayne Johnson', 'Josh Hutcherson', 'Vanessa Hudgens', 'Luis Guzmán', 'Michael Caine']",tt1397514,PG,605516,Dwayne Johnson,18918,Hank Parsons,Josh Hutcherson,27972,Sean Anderson,27335363
85446,Step Up Revolution,26/7/12,33000000,99,"['Music', 'Drama', 'Romance']",7.4263,6.91,2089,"['Summit Entertainment', 'Offspring Entertainment', 'Lionsgate']",['Scott Speer'],"['Kathryn McCormick', 'Ryan Guzman', 'Misha Gabriel', ""Stephen 'tWitch' Boss"", 'Cleopatra Coleman']",tt1800741,PG-13,86092,Kathryn McCormick,479656,Emily Anderson,Ryan Guzman,932091,Sean Asa,11731708
82675,Taken 2,27/9/12,45000000,91,"['Action', 'Crime', 'Thriller']",10.6047,6.364,6935,"['EuropaCorp', 'Grive Productions', 'M6 Films', '20th Century Fox', 'Karma Film Prod', 'Taken 2', 'Dune Entertainment']",['Olivier Megaton'],"['Liam Neeson', 'Maggie Grace', 'Famke Janssen', 'Leland Orser', 'D. B. Sweeney']",tt1397280,PG-13,135483,Liam Neeson,3896,Bryan Mills,Maggie Grace,11825,Kim Mills,49514769
84892,The Perks of Being a Wallflower,20/9/12,13000000,103,['Drama'],11.1828,7.803,10922,['Mr. Mudd'],['Stephen Chbosky'],"['Logan Lerman', 'Emma Watson', 'Ezra Miller', 'Mae Whitman', 'Kate Walsh']",tt1659337,,,Logan Lerman,33235,Charlie,Emma Watson,10990,Sam,228359
104155,Mansome,18/5/12,0,84,['Documentary'],6.0949,4.931,66,[],['Morgan Spurlock'],"['Will Arnett', 'Jason Bateman', 'Judd Apatow', 'Adam Carolla', 'Zach Galifianakis']",tt2294729,,,Will Arnett,21200,Self,Jason Bateman,23532,Self,18395
72105,Ted,29/6/12,50000000,107,"['Comedy', 'Fantasy']",9.9728,6.448,12863,"['Universal Pictures', 'MRC', 'Fuzzy Door Productions', 'Bluegrass Films', 'Smart Entertainment']",['Seth MacFarlane'],"['Mark Wahlberg', 'Mila Kunis', 'Seth MacFarlane', 'Joel McHale', 'Giovanni Ribisi']",tt1637725,,266672,Mark Wahlberg,13240,John Bennett,Mila Kunis,18973,Lori Collins,54415205
76726,Chronicle,1/2/12,15000000,84,"['Science Fiction', 'Drama', 'Thriller']",9.4694,6.839,5558,"['Dune Entertainment', 'Davis Entertainment', 'Adam Schroeder Productions', '20th Century Fox']",['Josh Trank'],"['Dane DeHaan', 'Alex Russell', 'Michael B. Jordan', 'Michael Kelly', 'Ashley Hinshaw']",tt1706593,PG-13,,Dane DeHaan,122889,Andrew Detmer,Alex Russell,558466,Matt Garetty,22004098
75674,Act of Valor,24/2/12,12000000,110,"['Action', 'Thriller', 'War']",7.9942,6.527,1199,['Bandito Brothers'],"['Mike McCoy', 'Scott Waugh']","['Roselyn Sánchez', 'Jason Cottle', 'Alex Veadov', 'Nestor Serrano', 'Ailsa Marshall']",tt1591479,R,,Roselyn Sánchez,41901,Lisa Morales,Jason Cottle,8270,Abu Shabal,24476632
82690,Wreck-It Ralph,1/11/12,165000000,101,"['Family', 'Animation', 'Comedy', 'Adventure']",17.1674,7.4,12790,['Walt Disney Animation Studios'],['Rich Moore'],"['John C. Reilly', 'Sarah Silverman', 'Jack McBrayer', 'Alan Tudyk', 'Jane Lynch']",tt1772341,PG,404825,John C. Reilly,4764,Wreck-It Ralph (voice),Sarah Silverman,7404,Vanellope von Schweetz (voice),49038712
76493,The Dictator,15/5/12,65000000,83,['Comedy'],9.9903,6.215,6200,"['Paramount Pictures', 'Berg Mandel Schaffer Productions', 'Scott Rudin Productions', 'Four by Two Films']",['Larry Charles'],"['Sacha Baron Cohen', 'Ben Kingsley', 'Anna Faris', 'Jason Mantzoukas', 'Sayed Badreya']",tt1645170,R,,Sacha Baron Cohen,6730,Aladeen / Efawadh,Ben Kingsley,2282,Tamir,17435092
76492,Hotel Transylvania,20/9/12,85000000,91,"['Animation', 'Comedy', 'Family', 'Fantasy']",8.6037,6.963,8966,"['Columbia Pictures', 'Sony Pictures Animation', 'Sony Pictures Releasing']",['Genndy Tartakovsky'],"['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'Fran Drescher']",tt0837562,PG,185103,Adam Sandler,19292,Count Dracula (voice),Andy Samberg,62861,Jonathan Loughran (voice),42522194
68722,The Master,14/9/12,32000000,137,['Drama'],8.0908,7.116,3178,"['Annapurna Pictures', 'Ghoulardi Film Company', 'JoAnne Sellar Productions']",['Paul Thomas Anderson'],"['Joaquin Phoenix', 'Philip Seymour Hoffman', 'Amy Adams', 'Rami Malek', 'Laura Dern']",tt1560747,R,,Joaquin Phoenix,73421,Freddie Quell,Philip Seymour Hoffman,1233,Lancaster Dodd,736311
76494,What to Expect When You're Expecting,17/5/12,40000000,110,"['Romance', 'Comedy', 'Drama']",8.025,6.001,1831,"['Lionsgate', 'Alcon Entertainment', 'Phoenix Pictures', 'What to Expect Productions']",['Kirk Jones'],"['Jennifer Lopez', 'Chace Crawford', 'Anna Kendrick', 'Cameron Diaz', 'Elizabeth Banks']",tt1586265,PG-13,,Jennifer Lopez,16866,Holly,Chace Crawford,60899,Marco,10547068
109843,Ill Manors,6/6/12,170000,121,"['Crime', 'Drama']",7.3606,6.293,138,"['BBC Film', 'Film London', 'Microwave Film', 'Aimimage Productions', 'Gunslinger']",['Plan B'],"['Riz Ahmed', 'Ed Skrein', 'Natalie Press', 'Anouska Mond', 'Mem Ferda']",tt1760967,,,Riz Ahmed,53240,Aaron,Ed Skrein,1047649,Ed,393735
75780,Jack Reacher,20/12/12,60000000,130,"['Crime', 'Drama', 'Thriller', 'Action']",9.215,6.651,7405,"['Paramount Pictures', 'Skydance Media', 'TC Productions']",['Christopher McQuarrie'],"['Tom Cruise', 'Rosamund Pike', 'Richard Jenkins', 'David Oyelowo', 'Werner Herzog']",tt0790724,,403374,Tom Cruise,500,Jack Reacher,Rosamund Pike,10882,Helen Rodin,15210156
105526,Any Day Now,14/12/12,0,97,['Drama'],7.2017,6.981,104,['PFM Pictures'],['Travis Fine'],"['Alan Cumming', 'Garret Dillahunt', 'Isaac Leyva', 'Frances Fisher', 'Gregg Henry']",tt2066176,R,,Alan Cumming,10697,Rudy Donatello,Garret Dillahunt,39520,Paul Fliger,40489
22970,The Cabin in the Woods,12/4/12,30000000,95,"['Horror', 'Mystery', 'Comedy']",9.0174,6.641,8291,['Mutant Enemy Productions'],['Drew Goddard'],"['Kristen Connolly', 'Fran Kranz', 'Chris Hemsworth', 'Jesse Williams', 'Anna Hutchison']",tt1259521,,,Kristen Connolly,210824,Dana Polk,Fran Kranz,51533,Marty Mikalski,14743614
49529,John Carter,7/3/12,250000000,132,"['Action', 'Adventure', 'Science Fiction']",7.8124,6.357,5927,['Walt Disney Pictures'],['Andrew Stanton'],"['Taylor Kitsch', 'Lynn Collins', 'Samantha Morton', 'Mark Strong', 'Ciarán Hinds']",tt0401729,PG-13,,Taylor Kitsch,60900,John Carter,Lynn Collins,21044,Dejah Thoris,30180188
82505,House at the End of the Street,21/9/12,6900000,101,"['Horror', 'Thriller']",7.5612,5.795,1858,"['A Bigger Boat', 'FilmNation Entertainment', 'Relativity Media']",['Mark Tonderai'],"['Jennifer Lawrence', 'Elisabeth Shue', 'Max Thieriot', 'Gil Bellows', 'Allie MacDonald']",tt1582507,PG-13,,Jennifer Lawrence,72129,Elissa Cassidy,Elisabeth Shue,1951,Dr. Sarah Cassidy,12287234
80278,The Impossible,9/9/12,45000000,113,"['Drama', 'Thriller', 'History']",9.3781,7.367,6531,"['Summit Entertainment', 'Apaches Films', 'Mediaset España', 'Telecinco Cinema']",['J.A. Bayona'],"['Naomi Watts', 'Ewan McGregor', 'Tom Holland', 'Samuel Joslin', 'Oaklee Pendergast']",tt1649419,,,Naomi Watts,3489,Maria Bennett,Ewan McGregor,3061,Henry Bennett,143818
37724,Skyfall,24/10/12,200000000,143,"['Action', 'Adventure', 'Thriller']",8.6213,7.256,15762,"['Metro-Goldwyn-Mayer', 'EON Productions', 'Columbia Pictures']",['Sam Mendes'],"['Daniel Craig', 'Judi Dench', 'Javier Bardem', 'Ralph Fiennes', 'Naomie Harris']",tt1074638,PG-13,645,Daniel Craig,8784,James Bond,Judi Dench,5309,M,88364714
57800,Ice Age: Continental Drift,27/6/12,95000000,88,"['Animation', 'Comedy', 'Adventure', 'Family']",7.6472,6.387,7920,"['Blue Sky Studios', '20th Century Fox Animation', '20th Century Fox']","['Mike Thurmeier', 'Steve Martino']","['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Seann William Scott', 'Josh Peck']",tt1667889,PG,8354,Ray Romano,15757,Manny (voice),John Leguizamo,5723,Sid (voice),46629259
70160,The Hunger Games,12/3/12,75000000,142,"['Science Fiction', 'Adventure', 'Action', 'Thriller']",7.1982,7.22,22830,"['Lionsgate', 'Color Force']",['Gary Ross'],"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks']",tt1392170,PG-13,131635,Jennifer Lawrence,72129,Katniss Everdeen,Josh Hutcherson,27972,Peeta Mellark,152535747
64688,21 Jump Street,14/3/12,42000000,109,"['Action', 'Comedy', 'Crime']",7.2742,6.883,10714,"['Columbia Pictures', 'Relativity Media', 'Original Film', 'Metro-Goldwyn-Mayer', 'Stephen J. Cannell Productions', 'SJC Studios']","['Phil Lord', 'Christopher Miller']","['Jonah Hill', 'Channing Tatum', 'Brie Larson', 'Dave Franco', 'Rob Riggle']",tt1232829,R,212562,Jonah Hill,21007,Schmidt,Channing Tatum,38673,Jenko,36302612
80035,The Watch,26/7/12,68000000,102,"['Comedy', 'Action', 'Science Fiction']",6.3022,5.586,2401,['21 Laps Entertainment'],['Akiva Schaffer'],"['Ben Stiller', 'Vince Vaughn', 'Jonah Hill', 'Richard Ayoade', 'Rosemarie DeWitt']",tt1298649,R,,Ben Stiller,7399,Evan,Vince Vaughn,4937,Bob,12750297
54054,One for the Money,26/1/12,40000000,91,"['Action', 'Comedy', 'Crime']",6.8108,5.6,989,"['Lakeshore Entertainment', 'Sidney Kimmel Entertainment']",['Julie Anne Robinson'],"['Katherine Heigl', ""Jason O'Mara"", 'Daniel Sunjata', 'John Leguizamo', 'Sherri Shepherd']",tt1598828,PG-13,,Katherine Heigl,25541,Stephanie Plum,Jason O'Mara,183812,Joseph Morelli,11515790
121824,Stand Up Guys,14/12/12,15000000,95,"['Thriller', 'Comedy', 'Action', 'Crime']",8.4,6.023,975,"['Lionsgate', 'Sidney Kimmel Entertainment', 'Lakeshore Entertainment']",['Fisher Stevens'],"['Christopher Walken', 'Al Pacino', 'Alan Arkin', 'Julianna Margulies', 'Addison Timlin']",tt1389096,,,Christopher Walken,4690,Doc,Al Pacino,1158,"Valentine ""Val""",1486390
70981,Prometheus,30/5/12,130000000,124,"['Science Fiction', 'Adventure', 'Mystery']",7.2416,6.589,12877,"['Dune Entertainment', '20th Century Fox', 'Brandywine Productions', 'Scott Free Productions']",['Ridley Scott'],"['Noomi Rapace', 'Michael Fassbender', 'Charlize Theron', 'Idris Elba', 'Guy Pearce']",tt1446714,R,135416,Noomi Rapace,87722,Elizabeth Shaw,Michael Fassbender,17288,David,51050101
79940,Tim and Eric's Billion Dollar Movie,2/3/12,3000000,94,['Comedy'],5.1799,5.5,133,"['Funny or Die', '2929 Productions', 'Gary Sanchez Productions', 'Abso Lutely Productions']","['Eric Wareheim', 'Tim Heidecker']","['Tim Heidecker', 'Eric Wareheim', 'John C. Reilly', 'Zach Galifianakis', 'Will Ferrell']",tt1855401,,,Tim Heidecker,132856,Tim Heidecker,Eric Wareheim,132857,Eric Wareheim,87475
