tmdb_id,title,release_date,budget_adj,opening_weekend_domestic_adj,director_power,director_momentum,cast_power,cast_momentum,studio_power,studio_momentum,in_series,prev_opening_adj,season_dump,season_holiday,season_shoulder,season_summer,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western,rating_G,rating_NC-17,rating_NR,rating_PG,rating_PG-13,rating_R,rating_Unrated,runtime_scaled
39356,Boy,2010-03-25,16.62411492640761,10.35366129292889,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.901223217176277
23048,Hot Tub Time Machine,2010-03-26,17.78882915024087,16.845830928230882,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.1311492119309885
23483,Kick-Ass,2010-03-26,17.537514727334507,17.19243995465668,0.0,0.0,14.92752687025606,14.92752687025606,0.0,0.0,1,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8758706410820809
27583,Greenberg,2010-03-26,17.42418604492976,12.069532576636192,0.0,0.0,0.0,0.0,12.077406521732742,12.077406521732742,0,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.224269559720683
18823,Clash of the Titans,2010-03-26,19.033623935693697,18.320030840210173,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1650330977787377
35019,Nanny McPhee and the Big Bang,2010-03-26,17.760658273811625,16.334456442071474,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3427424836045735
41505,6 Souls,2010-03-27,17.29635267711365,12.847244340686483,0.0,0.0,13.58988945905721,13.58988945905721,0.0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5204518694304093
46504,Guy and Madeline on a Park Bench,2010-03-28,11.39191076269257,8.471174853388659,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.197405526886003
35690,The Last Song,2010-03-31,17.201042500387473,16.97836297484584,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.224269559720683
8952,I Love You Phillip Morris,2010-04-02,16.770259602527126,12.020691916014624,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.3088585977568243
26389,From Paris with Love,2010-04-02,18.15655392457821,16.30441472930862,0.0,0.0,11.930957558866725,11.930957558866725,0.0,0.0,0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.6642773694084959
22971,Dear John,2010-04-02,17.42418604492976,17.622007319798175,0.0,0.0,13.58988945905721,13.58988945905721,17.299798755181136,17.235620173706504,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.2835060216626283
26390,Brooklyn's Finest,2010-04-03,17.038523576864925,16.796849025297945,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.7051811082693145
56928,Meet Monica Velour,2010-04-06,15.814748240846455,9.304247950328284,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.3088585977568243
37821,Killers,2010-04-06,18.5227983155394,16.967676006212198,0.0,0.0,15.963613920998757,15.963613920998757,0.0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.1903856738729338
49347,Needle,2010-04-06,15.45807335495279,11.34976893829456,0.0,0.0,10.507909624768615,10.507909624768615,0.0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.7827502932923864
41233,Step Up 3D,2010-04-08,17.606507597209095,16.96609904964791,0.0,0.0,0.0,0.0,16.97836297484584,16.97836297484584,1,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.224269559720683
49953,A Turtle's Tale: Sammy's Adventures,2010-04-08,18.219038124102006,15.462514051018331,0.0,0.0,17.403740124924358,17.403740124924358,0.0,0.0,1,0.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.901223217176277
44048,Unstoppable,2010-04-11,18.81048038573387,17.327166515774927,0.0,0.0,17.184592762832565,17.184592762832565,0.0,0.0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.3088585977568243
36801,Cemetery Junction,2010-04-14,16.62411492640761,14.190631665761082,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5458044455246054
34803,Death at a Funeral,2010-04-15,17.24983266294454,16.99140360730409,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6642773694084959
43418,Beneath Hill 60,2010-04-15,16.19961936538546,13.526167839790128,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.112816488849862
